nct_id,results_due,has_results,pending_results,any_results,overdue,reported_late,available_completion_date,due_date,first_results_submission,sponsor,sponsor_type,sponsor_class,industry_collab,us_gov_collab,phase_cat,phase,terminated,start_year,full_completion,contains_drug,contains_biological,contains_device,contains_diagnostic,contains_radiation,contains_combi_product,contains_genetic,contains_us_loc,act_flag,included_pact_flag,sponsored_trials
NCT03636451,0,0,0,0,0,0,2020-01-01,2021-01-01,,"University of California, San Diego",Other,0,0,0,3.0,Phase 3,0,2018.0,0,1,0,0,0,0,0,0,0,1,0,561
NCT03637491,0,0,0,0,0,0,2022-03-15,2023-03-15,,Pfizer,Industry,1,1,0,1.0,Phase 2,0,2018.0,0,1,0,0,0,0,0,0,1,1,0,2856
NCT03638141,0,0,0,0,0,0,2020-11-30,2021-11-30,,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Other,0,1,0,1.0,Phase 2,0,2019.0,0,1,0,0,0,0,0,0,0,1,0,461
NCT03639051,0,0,0,0,0,0,2021-11-30,2022-11-30,,"Nuvaira, Inc.",Industry,1,0,0,5.0,,0,2019.0,0,0,0,1,0,0,0,0,1,1,0,6
NCT03639766,0,0,0,0,0,0,2019-08-17,2020-08-17,,University of Central Florida,Other,0,0,0,4.0,Phase 4,0,2018.0,0,1,0,0,0,0,0,0,0,1,0,15
NCT03640052,0,0,0,0,0,0,2019-09-30,2020-09-30,,Brigham and Women's Hospital,Other,0,0,0,0.0,Phase 1/Phase 2,0,2018.0,0,1,0,0,0,0,0,0,0,1,0,698
NCT03641313,0,0,0,0,0,0,2020-05-31,2021-05-31,,National Cancer Institute (NCI),NIH,2,0,0,1.0,Phase 2,0,2020.0,0,1,0,0,0,0,0,0,3,1,0,3004
NCT03642067,0,0,0,0,0,0,2023-02-28,2024-02-28,,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Other,0,1,0,1.0,Phase 2,0,2019.0,0,1,0,0,0,0,0,0,0,1,0,461
NCT03642964,0,0,0,0,0,0,2019-05-30,2020-05-30,,Chase Therapeutics Corporation,Industry,1,0,0,1.0,Phase 2,0,2018.0,1,1,0,0,0,0,0,0,0,1,0,2
NCT03646162,0,0,0,0,0,0,2020-02-29,2021-02-28,,Veru Inc.,Industry,1,0,0,1.0,Phase 2,0,2018.0,0,1,0,0,0,0,0,0,0,1,0,2
NCT03646552,0,0,0,0,0,0,2019-04-30,2020-04-30,,Therapix Biosciences Ltd.,Industry,1,0,0,1.0,Phase 2,0,2018.0,1,1,0,0,0,0,0,0,2,1,0,2
NCT03650452,0,0,0,0,0,0,2021-03-21,2022-03-21,,Takeda,Industry,1,1,0,1.0,Phase 2,0,2018.0,0,1,0,0,0,0,0,0,1,1,0,650
NCT03650803,0,0,0,0,0,0,2020-09-01,2021-09-01,,Case Comprehensive Cancer Center,Other,0,0,0,5.0,,0,2018.0,0,0,0,1,0,0,0,0,0,1,0,374
NCT03651531,0,0,0,0,0,0,2020-05-31,2021-05-31,,Women and Infants Hospital of Rhode Island,Other,0,0,0,3.0,Phase 3,0,2018.0,0,1,0,0,0,0,0,0,0,1,0,50
NCT03651804,0,0,0,0,0,0,2020-03-01,2021-03-01,,"University of California, Davis",Other,0,0,0,4.0,Phase 4,0,2019.0,0,1,0,0,0,0,0,0,0,1,0,530
NCT03652012,0,0,0,0,0,0,2019-10-31,2020-10-31,,University of Arizona,Other,0,0,0,5.0,,0,2018.0,0,0,0,1,0,0,0,0,0,1,0,265
NCT03655535,0,0,0,0,0,0,2019-08-30,2020-08-30,,Boston Therapeutics,Industry,1,1,0,1.0,Phase 2,0,2018.0,1,1,0,0,0,0,0,0,0,1,0,5
NCT03656783,0,0,0,0,0,0,2019-11-30,2020-11-30,,Brigham and Women's Hospital,Other,0,0,0,3.0,Phase 3,0,2018.0,0,1,0,0,0,0,0,0,0,1,0,698
NCT03657069,0,0,0,0,0,0,2020-07-01,2021-07-01,,Stanford University,Other,0,0,0,5.0,,0,2018.0,0,0,0,1,0,0,0,0,0,1,0,1309
NCT03657407,1,1,0,1,0,1,2017-05-31,2018-05-31,2018-09-06,Anna Reinert,Other,0,0,0,4.0,Phase 4,0,2016.0,1,1,0,0,0,0,0,0,0,0,1,1
NCT03658343,0,0,0,0,0,0,2020-12-31,2021-12-31,,Bryan Allen,Other,0,0,1,5.0,,0,2018.0,0,0,0,0,1,0,0,0,0,1,0,3
NCT03658538,0,0,0,0,0,0,2024-06-30,2025-06-30,,Johns Hopkins University,Other,0,0,0,5.0,,0,2019.0,0,0,0,1,0,0,0,0,0,1,0,1143
NCT03661320,0,0,0,0,0,0,2023-11-28,2024-11-28,,Bristol-Myers Squibb,Industry,1,0,0,3.0,Phase 3,0,2018.0,0,1,1,0,0,0,0,0,1,1,0,1104
NCT03663673,0,0,0,0,0,0,2020-06-01,2021-06-01,,Stanford University,Other,0,0,0,4.0,Phase 4,0,2018.0,0,1,0,0,0,0,0,0,0,1,0,1309
NCT03664986,0,0,0,0,0,0,2020-05-01,2021-05-01,,Atlantic Health System,Other,0,0,0,4.0,Phase 4,0,2018.0,0,1,0,0,0,0,0,0,0,1,0,40
NCT03672006,0,0,0,0,0,0,2019-08-31,2020-08-31,,Medical College of Wisconsin,Other,0,0,0,1.0,Phase 2,0,2018.0,1,1,1,0,0,0,0,0,3,1,0,315
NCT03673501,0,0,0,0,0,0,2021-06-30,2022-06-30,,Deciphera Pharmaceuticals LLC,Industry,1,0,0,3.0,Phase 3,0,2019.0,0,1,0,0,0,0,0,0,1,1,0,8
NCT03675308,0,0,0,0,0,0,2021-01-08,2022-01-08,,AbbVie,Industry,1,0,0,3.0,Phase 3,0,2019.0,0,0,1,0,0,0,0,0,1,1,0,430
NCT03677154,0,0,0,0,0,0,2023-04-19,2024-04-19,,Hoffmann-La Roche,Industry,1,0,0,0.0,Phase 1/Phase 2,0,2019.0,0,1,0,0,0,0,0,0,1,1,0,1731
NCT03678675,0,0,0,0,0,0,2019-09-30,2020-09-30,,Tufts Medical Center,Other,0,0,0,3.0,Phase 3,0,2019.0,0,1,0,0,0,0,0,0,0,1,0,121
NCT03679767,0,0,0,0,0,0,2020-09-30,2021-09-30,,Incyte Corporation,Industry,1,0,0,1.0,Phase 2,0,2018.0,0,1,0,0,0,0,0,0,0,1,0,143
NCT03679975,0,0,0,0,0,0,2018-09-26,2019-09-26,,Aquestive Therapeutics,Industry,1,1,0,1.0,Phase 2,1,2018.0,1,1,0,0,0,0,0,0,0,1,0,6
NCT03680846,0,0,0,0,0,0,2020-06-30,2021-06-30,,Nevro Corp,Industry,1,0,0,5.0,,0,2018.0,0,0,0,1,0,0,0,0,0,1,0,6
NCT03682302,0,0,0,0,0,0,2019-08-31,2020-08-31,,"Pacira Pharmaceuticals, Inc",Industry,1,0,0,3.0,Phase 3,0,2019.0,0,1,0,0,0,0,0,0,0,1,0,53
NCT03683030,0,0,0,0,0,0,2021-04-30,2022-04-30,,"Biosense Webster, Inc.",Industry,1,0,0,3.0,Phase 3,0,2018.0,0,0,0,1,0,0,0,0,1,1,0,41
NCT03684642,0,0,0,0,0,0,2020-12-31,2021-12-31,,Sanofi,Industry,1,0,0,3.0,Phase 3,0,2018.0,0,1,0,0,0,0,0,0,1,1,0,1222
NCT03687268,0,0,0,0,0,0,2019-11-30,2020-11-30,,Develco Pharma Schweiz AG,Industry,1,0,0,3.0,Phase 3,0,2017.0,0,1,0,0,0,0,0,0,2,1,0,1
NCT03688230,0,0,0,0,0,0,2020-12-31,2021-12-31,,"SFJ Pharmaceuticals X, LTD.",Industry,1,1,0,1.0,Phase 2,0,2019.0,0,1,0,0,0,0,1,0,3,1,0,1
NCT03689712,0,0,0,0,0,0,2020-10-31,2021-10-31,,"Galera Therapeutics, Inc.",Industry,1,0,0,3.0,Phase 3,0,2018.0,0,1,0,0,0,0,0,0,0,1,0,11
NCT03690141,0,0,0,0,0,0,2019-09-30,2020-09-30,,Effector Therapeutics,Industry,1,0,0,1.0,Phase 2,0,2018.0,0,1,0,0,0,0,0,0,0,1,0,6
NCT03690752,0,0,0,0,0,0,2018-10-01,2019-10-01,,Texas Tech University,Other,0,0,0,5.0,,0,2017.0,1,0,0,1,0,0,0,0,0,1,0,30
NCT03693014,0,0,0,0,0,0,2020-10-31,2021-10-31,,Memorial Sloan Kettering Cancer Center,Other,0,0,0,1.0,Phase 2,0,2018.0,0,0,1,0,0,1,0,0,0,1,0,1432
NCT03693807,0,0,0,0,0,0,2020-09-30,2021-09-30,,Memorial Sloan Kettering Cancer Center,Other,0,0,0,1.0,Phase 2,0,2018.0,0,1,0,1,0,0,0,0,0,1,0,1432
NCT03694197,0,0,0,0,0,0,2023-11-23,2024-11-23,,Regeneron Pharmaceuticals,Industry,1,1,0,4.0,Phase 4,0,2018.0,0,1,0,0,0,0,0,0,1,1,0,176
NCT03698279,0,0,0,0,0,0,2019-11-30,2020-11-30,,"Sanofi Pasteur, a Sanofi Company",Industry,1,0,0,1.0,Phase 2,0,2018.0,0,0,1,0,0,0,0,0,1,1,0,285
NCT03699475,0,0,0,0,0,0,2023-12-31,2024-12-31,,Bellicum Pharmaceuticals,Industry,1,0,0,2.0,Phase 2/Phase 3,0,2018.0,0,1,1,0,0,0,0,0,0,1,0,15
NCT03701516,0,0,0,0,0,0,2018-12-11,2019-12-11,,"Johnson & Johnson Vision Care, Inc.",Industry,1,0,0,5.0,,0,2018.0,1,0,0,1,0,0,0,0,0,1,0,138
NCT03701698,0,0,0,0,0,0,2021-10-31,2022-10-31,,"Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine",Other,0,0,0,1.0,Phase 2,0,2018.0,0,1,0,0,0,0,0,0,2,1,0,45
NCT03702023,0,0,0,0,0,0,2020-06-01,2021-06-01,,Genesys Regional Medical Center,Other,0,0,0,4.0,Phase 4,0,2019.0,0,1,0,0,0,0,0,0,0,1,0,15
NCT03702244,0,0,0,0,0,0,2019-12-31,2020-12-31,,"HeartFlow, Inc.",Industry,1,0,0,5.0,,0,2018.0,0,0,0,0,1,0,0,0,0,1,0,5
NCT03702842,0,0,0,0,0,0,2020-09-30,2021-09-30,,University of Florida,Other,0,0,1,5.0,,0,2019.0,0,0,0,1,0,0,0,0,0,1,0,849
NCT03703206,0,0,0,0,0,0,2019-12-20,2020-12-20,,University of Pennsylvania,Other,0,0,0,3.0,Phase 3,0,2018.0,0,1,0,0,0,0,0,0,0,1,0,1052
NCT03704584,0,0,0,0,0,0,2021-08-31,2022-08-31,,Emory University,Other,0,0,0,4.0,Phase 4,0,2019.0,0,1,0,0,0,0,0,0,0,1,0,947
NCT03706365,0,0,0,0,0,0,2021-09-15,2022-09-15,,Eli Lilly and Company,Industry,1,0,0,1.0,Phase 2,0,2018.0,0,1,0,0,0,0,0,0,1,1,0,1512
NCT03708315,0,0,0,0,0,0,2020-11-30,2021-11-30,,Yale University,Other,0,0,0,1.0,Phase 2,0,2019.0,0,1,0,0,0,0,0,0,0,1,0,1053
NCT03708926,0,0,0,0,0,0,2022-02-28,2023-02-28,,Johns Hopkins University,Other,0,0,0,1.0,Phase 2,0,2019.0,0,1,0,0,0,0,0,0,0,1,0,1143
NCT03710291,0,0,0,0,0,0,2022-10-31,2023-10-31,,"Tricida, Inc.",Industry,1,0,0,3.0,Phase 3,0,2018.0,0,1,0,0,0,0,0,0,1,1,0,4
NCT03714620,0,0,0,0,0,0,2019-08-30,2020-08-30,,Loyola University,Other,0,0,0,4.0,Phase 4,0,2018.0,1,1,0,0,0,0,0,0,0,1,0,102
NCT03717194,0,0,0,0,0,0,2020-09-30,2021-09-30,,Soo Lim,Other,0,1,0,3.0,Phase 3,0,2019.0,0,1,0,0,0,0,0,0,2,1,0,1
NCT03717415,0,0,0,0,0,0,2020-11-01,2021-11-01,,Deciphera Pharmaceuticals LLC,Industry,1,0,0,0.0,Phase 1/Phase 2,0,2019.0,0,1,0,0,0,0,0,0,0,1,0,8
NCT03718403,0,0,0,0,0,0,2030-04-10,2031-04-10,,Massachusetts General Hospital,Other,0,0,0,4.0,Phase 4,0,2019.0,0,1,0,0,0,0,0,0,3,1,0,1699
NCT03719391,0,0,0,0,0,0,2018-11-21,2019-11-21,,"Juul Labs, Inc.",Industry,1,0,0,5.0,,0,2018.0,1,0,0,1,0,0,0,0,0,1,0,7
NCT03719586,0,0,0,0,0,0,2023-11-30,2024-11-30,,National Institute of Allergy and Infectious Diseases (NIAID),NIH,2,0,0,2.0,Phase 2/Phase 3,0,2018.0,0,1,0,0,0,0,0,0,1,1,0,2133
NCT03724032,0,0,0,0,0,0,2021-07-31,2022-07-31,,University of Michigan,Other,0,0,1,5.0,,0,2018.0,0,0,0,1,0,0,0,0,0,1,0,934
NCT03727932,1,0,0,0,1,0,2018-04-11,2019-04-11,,"Avioq, Inc.",Industry,1,0,0,5.0,,0,2018.0,1,0,0,1,0,0,0,0,0,1,0,2
NCT03728218,0,0,0,0,0,0,2019-06-30,2020-06-30,,University of Houston,Other,0,0,0,5.0,,0,2018.0,0,0,0,1,0,0,0,0,0,1,0,47
NCT03730662,0,0,0,0,0,0,2021-05-15,2022-05-15,,Eli Lilly and Company,Industry,1,0,0,3.0,Phase 3,0,2018.0,0,1,0,0,0,0,0,0,1,1,0,1512
NCT03732833,0,0,0,0,0,0,2020-02-01,2021-02-01,,Allergan,Industry,1,0,0,3.0,Phase 3,0,2018.0,0,1,0,0,0,0,0,0,1,1,0,495
NCT03733041,0,0,0,0,0,0,2023-03-31,2024-03-31,,VA Office of Research and Development,U.S. Fed,2,0,0,4.0,Phase 4,0,2019.0,0,0,0,1,0,0,0,0,0,1,0,1012
NCT03733691,0,0,0,0,0,0,2023-12-20,2024-12-20,,"James R. Berenson, MD Inc.",Industry,1,1,0,1.0,Phase 2,0,2018.0,0,1,0,0,0,0,0,0,3,1,0,1
NCT03734237,0,0,0,0,0,0,2020-05-31,2021-05-31,,Henry M. Jackson Foundation for the Advancement of Military Medicine,Other,0,0,1,4.0,Phase 4,0,2018.0,0,0,1,0,0,0,0,0,0,1,0,37
NCT03735290,0,0,0,0,0,0,2022-12-31,2023-12-31,,Immunicum AB,Industry,1,1,0,0.0,Phase 1/Phase 2,0,2019.0,0,1,1,0,0,0,0,0,0,1,0,5
NCT03737851,0,0,0,0,0,0,2020-12-03,2021-12-03,,AbbVie,Industry,1,0,0,1.0,Phase 2,0,2018.0,0,1,0,0,0,0,0,0,1,1,0,430
NCT03739372,0,0,0,0,0,0,2020-11-01,2021-11-01,,"University of California, San Francisco",Other,0,0,0,5.0,,0,2018.0,0,0,0,0,0,0,0,0,0,1,0,1443
NCT03739502,0,0,0,0,0,0,2021-04-30,2022-04-30,,University of Rochester,Other,0,0,0,1.0,Phase 2,0,2019.0,0,1,0,0,0,0,0,0,0,1,0,470
NCT03740100,0,0,0,0,0,0,2020-12-31,2021-12-31,,PIQUR Therapeutics AG,Industry,1,0,0,1.0,Phase 2,0,2019.0,0,1,0,0,0,0,0,0,0,1,0,9
NCT03741192,0,0,0,0,0,0,2021-01-31,2022-01-31,,Brain Sentinel,Other,0,0,0,5.0,,0,2020.0,0,0,0,1,0,0,0,0,3,1,0,11
NCT03744715,0,0,0,0,0,0,2023-10-05,2024-10-05,,"Spectrum Pharmaceuticals, Inc",Industry,1,0,0,1.0,Phase 2,0,2018.0,0,1,0,0,0,0,0,0,0,1,0,67
NCT03746197,0,0,0,0,0,0,2019-12-31,2020-12-31,,National Jewish Health,Other,0,1,0,5.0,,0,2018.0,0,0,0,1,0,0,0,0,0,1,0,81
NCT03746951,0,0,0,0,0,0,2020-12-31,2021-12-31,,Nationwide Children's Hospital,Other,0,0,0,2.0,Phase 2/Phase 3,0,2019.0,0,1,0,0,0,0,0,0,0,1,0,161
NCT03747328,0,0,0,0,0,0,2021-03-31,2022-03-31,,"Aadi, LLC",Industry,1,0,0,1.0,Phase 2,0,2019.0,0,1,0,0,0,0,0,0,3,1,0,7
NCT03750240,0,0,0,0,0,0,2019-06-30,2020-06-30,,NYU Langone Health,Other,0,0,1,5.0,,0,2017.0,1,0,0,0,1,0,0,0,0,1,0,869
NCT03751033,0,0,0,0,0,0,2019-06-30,2020-06-30,,"Clinical Research Consultants, Inc.",Industry,1,0,0,5.0,,0,2018.0,1,0,0,1,0,0,0,0,0,1,0,3
NCT03753789,0,0,0,0,0,0,2020-12-31,2021-12-31,,"Ethicon, Inc.",Industry,1,0,0,5.0,,0,2019.0,0,0,0,1,0,0,0,0,1,1,0,59
NCT03754725,0,0,0,0,0,0,2022-07-01,2023-07-01,,David Hasan,Other,0,0,0,1.0,Phase 2,0,2019.0,0,1,0,0,0,0,0,0,0,1,0,3
NCT03756168,0,0,0,0,0,0,2019-07-02,2020-07-02,,Venus Concept,Industry,1,0,0,5.0,,0,2018.0,1,0,0,1,0,0,0,0,0,1,0,23
NCT03756558,0,0,0,0,0,0,2020-03-31,2021-03-31,,Terumo Medical Corporation,Industry,1,0,0,5.0,,0,2019.0,0,0,0,1,0,0,0,0,0,1,0,5
NCT03756883,0,0,0,0,0,0,2019-08-31,2020-08-31,,Actavis Inc.,Industry,1,1,0,3.0,Phase 3,0,2018.0,0,1,0,0,0,0,0,0,0,1,0,93
NCT03757091,0,0,0,0,0,0,2019-12-31,2020-12-31,,M.D. Anderson Cancer Center,Other,0,0,1,5.0,,0,2019.0,0,0,0,1,0,0,0,0,0,1,0,2066
NCT03764111,0,0,0,0,0,0,2019-07-11,2020-07-11,,Yale University,Other,0,0,0,5.0,,0,2018.0,0,0,0,1,0,0,0,0,0,1,0,1053
NCT03765138,0,0,0,0,0,0,2019-12-31,2020-12-31,,"Research Foundation for Mental Hygiene, Inc.",Other,0,0,0,3.0,Phase 3,0,2018.0,0,0,0,0,0,0,1,0,0,1,0,22
NCT03766581,0,0,0,0,0,0,2021-05-31,2022-05-31,,Bristol-Myers Squibb,Industry,1,1,0,1.0,Phase 2,0,2018.0,0,1,0,0,0,0,0,0,1,1,0,1104
NCT03768726,0,0,0,0,0,0,2021-04-04,2022-04-04,,Pfizer,Industry,1,0,0,3.0,Phase 3,0,2018.0,0,1,0,0,0,0,0,0,0,1,0,2856
NCT03770377,0,0,0,0,0,0,2019-08-30,2020-08-30,,University of Florida,Other,0,0,1,5.0,,1,2018.0,1,0,0,1,0,0,0,0,0,1,0,849
NCT03772587,0,0,0,0,0,0,2020-01-31,2021-01-31,,"Momenta Pharmaceuticals, Inc.",Industry,1,0,0,1.0,Phase 2,0,2019.0,0,1,0,0,0,0,0,0,1,1,0,12
NCT03773562,0,0,0,0,0,0,2020-09-03,2021-09-03,,Mayo Clinic,Other,0,0,0,4.0,Phase 4,0,2019.0,0,1,0,0,0,0,0,0,0,1,0,1898
NCT03774719,0,0,0,0,0,0,2020-09-30,2021-09-30,,Washington University School of Medicine,Other,0,0,0,5.0,,0,2019.0,0,0,0,1,0,0,0,0,0,1,0,1151
NCT03774823,0,0,0,0,0,0,2019-08-31,2020-08-31,,Venus Concept,Industry,1,0,0,5.0,,0,2018.0,0,0,0,1,0,0,0,0,0,1,0,23
NCT03775044,0,0,0,0,0,0,2020-10-31,2021-10-31,,Terrapin Pharmacy,Industry,1,0,0,5.0,,0,2019.0,0,0,0,1,0,0,0,0,0,1,0,1
NCT03776162,0,0,0,0,0,0,2023-01-31,2024-01-31,,The Cleveland Clinic,Other,0,0,1,5.0,,0,2019.0,0,0,0,1,0,0,0,0,0,1,0,581
NCT03777917,0,0,0,0,0,0,2019-06-18,2020-06-18,,"Merz North America, Inc.",Industry,1,0,0,5.0,,0,2018.0,0,0,0,1,0,0,0,0,0,1,0,35
NCT03778996,0,0,0,0,0,0,2020-05-31,2021-05-31,,"Sarcoma Oncology Research Center, LLC",Other,0,1,0,1.0,Phase 2,0,2019.0,0,1,0,0,0,0,0,0,3,1,0,4
NCT03779191,0,0,0,0,0,0,2020-07-01,2021-07-01,,Instituto Nacional de Cancerologia de Mexico,Other,0,1,0,1.0,Phase 2,0,2019.0,0,1,0,0,0,0,0,0,3,1,0,26
NCT03783780,0,1,0,1,0,0,2018-12-18,2019-12-18,2019-06-12,Masimo Corporation,Industry,1,0,0,5.0,,0,2018.0,1,0,0,1,0,0,0,0,0,1,0,39
NCT03784079,0,0,0,0,0,0,2019-11-22,2020-11-22,,ViiV Healthcare,Industry,1,0,0,1.0,Phase 2,0,2019.0,0,1,0,0,0,0,0,0,1,1,0,200
NCT03785327,0,0,0,0,0,0,2020-07-31,2021-07-31,,The University of Texas at Dallas,Other,0,0,0,5.0,,0,2019.0,0,0,0,1,0,0,0,0,0,1,0,29
NCT03785964,0,0,0,0,0,0,2021-03-31,2022-03-31,,"SpringWorks Therapeutics, Inc.",Industry,1,0,0,3.0,Phase 3,0,2019.0,0,1,0,0,0,0,0,0,1,1,0,2
NCT03789656,0,0,0,0,0,0,2020-06-30,2021-06-30,,Crinetics Pharmaceuticals Inc.,Industry,1,0,0,1.0,Phase 2,0,2019.0,0,1,0,0,0,0,0,0,1,1,0,4
NCT03792633,0,0,0,0,0,0,2021-01-31,2022-01-31,,University of Pennsylvania,Other,0,0,0,1.0,Phase 2,0,2019.0,0,0,1,0,0,0,0,0,0,1,0,1052
NCT03793166,0,0,0,0,0,0,2021-09-15,2022-09-15,,National Cancer Institute (NCI),NIH,2,0,0,3.0,Phase 3,0,2019.0,0,1,1,0,0,0,0,0,0,1,0,3004
NCT03797677,1,0,0,0,1,0,2017-11-30,2018-11-30,,Hill-Rom,Industry,1,0,0,5.0,,0,2017.0,1,0,0,1,0,0,0,0,0,1,0,22
NCT03799120,0,0,0,0,0,0,2021-12-31,2022-12-31,,Gundersen Lutheran Medical Foundation,Other,0,0,0,4.0,Phase 4,0,2019.0,0,1,0,0,0,0,0,0,0,1,0,9
NCT03799458,0,0,0,0,0,0,2021-09-30,2022-09-30,,University of New Mexico,Other,0,0,0,5.0,,0,2018.0,0,0,0,1,0,0,0,0,0,1,0,200
NCT03799627,0,0,0,0,0,0,2020-02-29,2021-02-28,,Akebia Therapeutics,Industry,1,0,0,1.0,Phase 2,0,2019.0,0,1,0,0,0,0,0,0,0,1,0,25
NCT03800420,0,0,0,0,0,0,2020-03-01,2021-03-01,,"Bridge Biotherapeutics, Inc.",Industry,1,1,0,1.0,Phase 2,0,2019.0,0,1,0,0,0,0,0,0,0,1,0,3
NCT03800979,0,0,0,0,0,0,2020-09-30,2021-09-30,,"Institute of Dermatology, Thailand",Other,0,0,0,4.0,Phase 4,0,2019.0,0,1,0,0,0,0,0,0,2,1,0,3
NCT03801369,0,0,0,0,0,0,2020-12-31,2021-12-31,,OHSU Knight Cancer Institute,Other,0,0,0,1.0,Phase 2,0,2018.0,0,1,1,0,0,0,0,0,0,1,0,163
NCT03801707,0,0,0,0,0,0,2021-01-31,2022-01-31,,Ohio State University,Other,0,0,0,2.0,Phase 2/Phase 3,0,2019.0,0,1,0,0,0,0,0,0,0,1,0,315
NCT03806556,0,0,0,0,0,0,2020-06-30,2021-06-30,,"Triulzi, Darrell, MD",Other,0,0,0,0.0,Phase 1/Phase 2,0,2019.0,0,1,0,0,0,0,0,0,0,1,0,1
NCT03806777,0,0,0,0,0,0,2020-03-31,2021-03-31,,University of British Columbia,Other,0,0,0,4.0,Phase 4,0,2019.0,0,1,0,0,0,0,0,0,3,1,0,881
NCT03810313,0,0,0,0,0,0,2023-01-12,2024-01-12,,Novartis Pharmaceuticals,Industry,1,0,0,3.0,Phase 3,0,2019.0,0,1,0,0,0,0,0,0,1,1,0,1895
NCT03811574,0,0,0,0,0,0,2020-10-19,2021-10-19,,Novo Nordisk A/S,Industry,1,0,0,3.0,Phase 3,0,2019.0,0,1,0,0,0,0,0,0,2,1,0,981
NCT03811951,0,0,0,0,0,0,2019-09-12,2020-09-12,,University of Illinois at Chicago,Other,0,0,0,1.0,Phase 2,0,2018.0,0,1,0,0,0,0,0,0,0,1,0,242
NCT03812380,0,0,0,0,0,0,2020-12-30,2021-12-30,,University of Texas Southwestern Medical Center,Other,0,0,0,3.0,Phase 3,0,2019.0,0,1,0,0,0,0,0,0,0,1,0,626
NCT03815643,0,0,0,0,0,0,2024-01-28,2025-01-28,,"EMD Serono Research & Development Institute, Inc.",Industry,1,1,0,3.0,Phase 3,0,2019.0,0,1,0,0,0,0,0,0,1,1,0,42
NCT03816176,0,0,0,0,0,0,2021-08-31,2022-08-31,,"Astellas Pharma Global Development, Inc.",Industry,1,0,0,1.0,Phase 2,0,2019.0,0,1,0,0,0,0,0,0,0,1,0,135
NCT03819153,0,0,0,0,0,0,2024-08-19,2025-08-19,,Novo Nordisk A/S,Industry,1,0,0,3.0,Phase 3,0,2019.0,0,1,0,0,0,0,0,0,1,1,0,981
NCT03823703,0,0,0,0,0,0,2020-12-31,2021-12-31,,Corcept Therapeutics,Industry,1,0,0,1.0,Phase 2,0,2020.0,0,1,0,0,0,0,0,0,3,1,0,40
NCT03824236,0,0,0,0,0,0,2019-07-31,2020-07-31,,GlaxoSmithKline,Industry,1,0,0,1.0,Phase 2,0,2019.0,1,0,1,0,0,0,0,0,0,1,0,3276
NCT03824392,0,0,0,0,0,0,2020-06-21,2021-06-21,,"aTyr Pharma, Inc.",Industry,1,0,0,0.0,Phase 1/Phase 2,0,2019.0,0,0,1,0,0,0,0,0,0,1,0,6
NCT03825367,0,0,0,0,0,0,2022-03-30,2023-03-30,,Therapeutic Advances in Childhood Leukemia Consortium,Other,0,1,0,0.0,Phase 1/Phase 2,0,2019.0,0,1,0,0,0,0,0,0,0,1,0,18
NCT03828019,0,0,0,0,0,0,2022-08-30,2023-08-30,,JHSPH Center for Clinical Trials,Other,0,0,0,3.0,Phase 3,0,2019.0,0,1,1,0,0,0,0,0,1,1,0,9
NCT03828734,0,0,0,0,0,0,2019-10-31,2020-10-31,,"University of North Carolina, Chapel Hill",Other,0,0,1,5.0,,0,2019.0,0,0,0,1,0,0,0,0,0,1,0,910
NCT03829501,0,0,0,0,0,0,2023-05-31,2024-05-31,,Kymab Limited,Industry,1,0,0,0.0,Phase 1/Phase 2,0,2019.0,0,1,0,0,0,0,0,0,1,1,0,3
NCT03831191,0,0,0,0,0,0,2020-02-14,2021-02-14,,Eli Lilly and Company,Industry,1,0,0,1.0,Phase 2,0,2019.0,0,1,0,0,0,0,0,0,1,1,0,1512
NCT03832946,0,0,0,0,0,0,2021-03-31,2022-03-31,,Galecto Biotech AB,Industry,1,0,0,1.0,Phase 2,0,2019.0,0,1,0,0,0,0,0,0,0,1,0,3
NCT03833154,0,0,0,0,0,0,2023-10-02,2024-10-02,,AstraZeneca,Industry,1,0,0,3.0,Phase 3,0,2019.0,0,1,0,0,0,0,0,0,1,1,0,2450
NCT03834311,0,0,0,0,0,0,2019-12-06,2020-12-06,,Cukurova University,Other,0,0,0,5.0,,0,2019.0,0,0,0,1,0,0,0,0,2,1,0,58
NCT03834883,0,0,0,0,0,0,2022-06-30,2023-06-30,,Indiana University,Other,0,0,0,4.0,Phase 4,0,2019.0,0,1,0,0,0,0,0,0,0,1,0,497
NCT03836040,0,0,0,0,0,0,2022-12-17,2023-12-17,,Amgen,Industry,1,0,0,3.0,Phase 3,0,2019.0,0,1,0,0,0,0,0,0,1,1,0,685
NCT03836989,0,0,0,0,0,0,2019-08-31,2020-08-31,,Oregon Health and Science University,Other,0,0,0,5.0,,0,2018.0,1,0,0,1,0,0,0,0,0,1,0,475
NCT03837457,0,0,0,0,0,0,2021-12-31,2022-12-31,,"miRagen Therapeutics, Inc.",Industry,1,0,0,1.0,Phase 2,0,2019.0,0,1,0,0,0,0,0,0,3,1,0,6
NCT03838042,0,0,0,0,0,0,2022-09-30,2023-09-30,,University Hospital Heidelberg,Other,0,0,0,0.0,Phase 1/Phase 2,0,2019.0,0,1,0,0,0,0,0,0,2,1,0,87
